nohup python3 evolve.py -s switch_maps -c config/config-switch_maps_tmaze -g 1000 -p tmaze --num_episodes 8 --map_size 9 --draw out/tmaze_maps/6 --log out/tmaze_maps/stats>> out/tmaze_maps/6.txt &


 ****** Running generation 0 ****** 

Population's average fitness: -10.64000 stdev: 8.54953
Best fitness: 23.20000 - size: (1, 5) - species 18 - id 18
Average adjusted fitness: 0.060
Mean genetic distance 4.033, standard deviation 0.672
Population of 765 members in 250 species:
   ID   age  size  fitness  adj fit  stag
   205    0     1    -12.8    0.000     0
   206    0     1    -12.8    0.000     0
   207    0     1    -12.8    0.000     0
   208    0     1    -12.8    0.000     0
   209    0     1    -12.8    0.000     0
   210    0     1    -12.8    0.000     0
   211    0     1    -12.8    0.000     0
   212    0     1    -12.8    0.000     0
   213    0     1    -12.8    0.000     0
   214    0     1    -12.8    0.000     0
   215    0     1    -12.8    0.000     0
   216    0     1    -12.8    0.000     0
   217    0     1    -12.8    0.000     0
   218    0     1    -12.8    0.000     0
   219    0     1     23.2    1.000     0
   220    0     1    -12.8    0.000     0
   221    0     2    -12.8    0.000     0
   222    0     1    -12.8    0.000     0
   223    0     1    -12.8    0.000     0
   224    0     1    -12.8    0.000     0
   225    0     1    -12.8    0.000     0
   226    0     1    -12.8    0.000     0
   227    0     1    -12.8    0.000     0
   228    0     1    -12.8    0.000     0
   229    0     2    -12.8    0.000     0
   230    0     1    -12.8    0.000     0
   231    0     1    -12.8    0.000     0
   232    0     1    -12.8    0.000     0
   233    0     1    -12.8    0.000     0
   234    0     1    -12.8    0.000     0
   235    0     1    -12.8    0.000     0
   236    0     1    -12.8    0.000     0
   237    0     1    -12.8    0.000     0
   238    0     1    -12.8    0.000     0
   239    0     1    -12.8    0.000     0
   240    0     1    -12.8    0.000     0
   241    0     1    -12.8    0.000     0
   242    0     1    -12.8    0.000     0
   243    0     1    -12.8    0.000     0
   244    0     1    -12.8    0.000     0
   245    0     1    -12.8    0.000     0
   246    0     1    -12.8    0.000     0
   247    0     1    -12.8    0.000     0
   248    0     1    -12.8    0.000     0
   249    0     1    -12.8    0.000     0
   250    0     1    -12.8    0.000     0
Total extinctions: 0
Generation time: 4.813 sec

 ****** Running generation 1 ****** 

Population's average fitness: -11.17490 stdev: 6.66349
Best fitness: 17.60000 - size: (1, 5) - species 6 - id 310
Average adjusted fitness: 0.051
Mean genetic distance 3.445, standard deviation 0.610
Population of 800 members in 250 species:
   ID   age  size  fitness  adj fit  stag
  ====  ===  ====  =======  =======  ====
